name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-8332,NO,813.7,418,395.7,0.947,-0.1,5.8e-01,1.0e+00,0.9557,2779,452,388,414,421,369,397
GENE-12577,NO,208,108.7,99.3,0.917,-0.1,5.8e-01,1.0e+00,0.9557,2780,101,115,110,116,111,71
GENE-7618,NO,1966,1011,955,0.944,-0.1,5.8e-01,1.0e+00,0.9557,2781,909,1151,973,918,957,990
GENE-15323,NO,141,66.7,74.3,1.114,0.2,5.8e-01,1.0e+00,0.9557,2782,69,48,83,56,77,90
GENE-5847,NO,108,56.3,51.7,0.917,-0.1,5.8e-01,1.0e+00,0.9557,2783,44,66,59,49,47,59
GENE-17767,NO,452.7,234,218.7,0.935,-0.1,5.8e-01,1.0e+00,0.9557,2784,281,211,210,209,211,236
GENE-16759,NO,948.3,494.3,454,0.919,-0.1,5.8e-01,1.0e+00,0.9557,2785,393,508,582,360,475,527
GENE-19442,NO,350.3,170,180.3,1.061,0.1,5.8e-01,1.0e+00,0.9557,2786,185,170,155,194,182,165
GENE-9653,NO,67,36.3,30.7,0.846,-0.2,5.8e-01,1.0e+00,0.9557,2787,32,45,32,37,13,42
GENE-10320,NO,410,196,214,1.091,0.1,5.8e-01,1.0e+00,0.9557,2788,184,157,247,180,209,253
GENE-13681,NO,47.7,25.7,22,0.856,-0.2,5.8e-01,1.0e+00,0.9557,2789,21,24,32,18,35,13
GENE-9416,NO,443,228.7,214.3,0.937,-0.1,5.8e-01,1.0e+00,0.9557,2790,213,199,274,214,213,216
GENE-9439,NO,1996,1037,959,0.925,-0.1,5.9e-01,1.0e+00,0.9557,2791,1222,779,1110,862,1001,1014
GENE-3457,NO,172.3,106,66.3,0.627,-0.7,5.9e-01,1.0e+00,0.9557,2792,76,0,242,69,70,60
GENE-2377,NO,2022.3,1062,960.3,0.905,-0.1,5.9e-01,1.0e+00,0.9557,2793,1190,1302,694,920,857,1104
GENE-9995,NO,5572,2871.7,2700.3,0.94,-0.1,5.9e-01,1.0e+00,0.9557,2794,3186,3076,2353,2737,2586,2778
GENE-11823,NO,1234.3,592.3,642,1.084,0.1,5.9e-01,1.0e+00,0.9557,2794,691,617,469,601,768,557
GENE-7716,NO,205.3,106.3,99,0.931,-0.1,5.9e-01,1.0e+00,0.9557,2795,100,94,125,109,88,100
GENE-15034,NO,454,233.7,220.3,0.942,-0.1,5.9e-01,1.0e+00,0.9557,2796,210,250,241,228,237,196
GENE-17916,NO,2039.3,1090,949.3,0.871,-0.2,5.9e-01,1.0e+00,0.9557,2797,1156,637,1477,763,782,1303
GENE-7166,NO,735,381,354,0.929,-0.1,5.9e-01,1.0e+00,0.9557,2798,436,341,366,291,350,421
GENE-2615,NO,151.7,69.7,82,1.177,0.2,5.9e-01,1.0e+00,0.9557,2799,66,41,102,114,49,83
GENE-13301,NO,3085.3,1640,1445.3,0.881,-0.2,5.9e-01,1.0e+00,0.9557,2800,1020,1651,2249,1540,1755,1041
GENE-4084,NO,62,32.7,29.3,0.898,-0.2,5.9e-01,1.0e+00,0.9557,2801,25,32,41,22,35,31
GENE-13015,NO,2145.3,1106.7,1038.7,0.938,-0.1,5.9e-01,1.0e+00,0.9557,2802,1108,926,1286,1095,1051,970
GENE-10553,NO,56.3,29.7,26.7,0.899,-0.2,5.9e-01,1.0e+00,0.9557,2803,37,22,30,27,32,21
GENE-4530,NO,539,257,282,1.098,0.1,5.9e-01,1.0e+00,0.9557,2804,207,214,350,252,276,318
GENE-811,YES,147,47,100,2.128,1.1,5.9e-01,1.0e+00,0.9557,2805,1,129,11,0,298,2
GENE-11689,NO,156,75,81,1.08,0.1,5.9e-01,1.0e+00,0.9557,2806,83,76,66,92,65,86
GENE-2826,NO,364,176,188,1.07,0.1,5.9e-01,1.0e+00,0.9557,2807,154,160,214,186,194,184
GENE-13605,NO,41,19,22,1.158,0.2,5.9e-01,1.0e+00,0.9557,2808,26,12,19,30,15,21
GENE-15747,NO,95.7,51,44.7,0.877,-0.2,5.9e-01,1.0e+00,0.9557,2809,68,31,54,49,32,53
GENE-1468,NO,348.3,167.7,180.7,1.077,0.1,5.9e-01,1.0e+00,0.9557,2810,190,135,178,162,209,171
GENE-14769,NO,364.3,177.3,187,1.057,0.1,5.9e-01,1.0e+00,0.9557,2811,178,184,170,188,169,204
GENE-5369,NO,148.7,80,68.7,0.859,-0.2,5.9e-01,1.0e+00,0.9557,2812,95,51,94,54,46,106
GENE-18681,NO,386,203.3,182.7,0.9,-0.2,5.9e-01,1.0e+00,0.9557,2813,266,179,165,230,185,133
GENE-19450,NO,129.7,60.7,69,1.138,0.2,5.9e-01,1.0e+00,0.9557,2814,78,41,63,83,44,80
GENE-6052,NO,4064,1935,2129,1.1,0.1,5.9e-01,1.0e+00,0.9557,2815,1726,1667,2412,1546,2664,2177
GENE-15611,NO,68,36.7,31.3,0.855,-0.2,5.9e-01,1.0e+00,0.9557,2815,34,22,54,24,25,45
GENE-17622,NO,258,133.7,124.3,0.933,-0.1,5.9e-01,1.0e+00,0.9557,2816,161,130,110,129,122,122
GENE-14796,NO,112.3,54,58.3,1.079,0.1,5.9e-01,1.0e+00,0.9557,2817,55,47,60,54,69,52
GENE-19176,NO,1580.7,767.7,813,1.06,0.1,5.9e-01,1.0e+00,0.9557,2818,792,726,785,728,777,934
GENE-5691,NO,91,47.7,43.3,0.909,-0.1,5.9e-01,1.0e+00,0.9557,2819,61,37,45,45,49,36
GENE-9141,NO,150,78.3,71.7,0.915,-0.1,5.9e-01,1.0e+00,0.9557,2820,99,65,71,60,85,70
GENE-11578,NO,24,11,13,1.18,0.2,5.9e-01,1.0e+00,0.9557,2821,13,14,6,19,11,9
GENE-16485,NO,194.3,101,93.3,0.927,-0.1,5.9e-01,1.0e+00,0.9557,2822,84,101,118,92,107,81
GENE-521,NO,638.7,306.7,332,1.083,0.1,5.9e-01,1.0e+00,0.9557,2823,388,240,292,327,303,366
GENE-2657,NO,122.3,64.7,57.7,0.893,-0.2,5.9e-01,1.0e+00,0.9557,2824,75,53,66,67,36,70
GENE-13981,NO,18,8,10,1.246,0.3,5.9e-01,1.0e+00,0.9557,2825,12,8,4,16,10,4
GENE-692,NO,35.3,16.7,18.7,1.118,0.2,5.9e-01,1.0e+00,0.9557,2826,19,13,18,18,24,14
GENE-5523,NO,1244.3,638,606.3,0.95,-0.1,5.9e-01,1.0e+00,0.9557,2827,642,658,614,575,586,658
GENE-6182,NO,221.7,115.3,106.3,0.925,-0.1,5.9e-01,1.0e+00,0.9557,2828,116,92,138,122,101,96
GENE-11767,NO,2261,1097.7,1163.3,1.06,0.1,5.9e-01,1.0e+00,0.9557,2829,1045,1060,1188,1210,1281,999
GENE-1151,NO,1028.3,474,554.3,1.17,0.2,5.9e-01,1.0e+00,0.9557,2830,823,318,281,565,521,577
GENE-2420,NO,418.3,224.7,193.7,0.864,-0.2,5.9e-01,1.0e+00,0.9557,2831,328,194,152,205,116,260
GENE-1804,NO,283,146.3,136.7,0.934,-0.1,5.9e-01,1.0e+00,0.9557,2832,146,157,136,130,116,164
GENE-236,NO,4116,1954,2162,1.106,0.1,5.9e-01,1.0e+00,0.9557,2833,2260,2317,1285,2188,2544,1754
GENE-20000,NO,101.3,52.7,48.7,0.925,-0.1,5.9e-01,1.0e+00,0.9557,2834,56,50,52,44,42,60
GENE-4872,NO,69.7,36.3,33.3,0.918,-0.1,5.9e-01,1.0e+00,0.9557,2835,43,38,28,30,35,35
GENE-11845,NO,193,93.7,99.3,1.063,0.1,5.9e-01,1.0e+00,0.9557,2836,95,89,97,90,113,95
GENE-4986,NO,1454.3,700.3,754,1.076,0.1,5.9e-01,1.0e+00,0.9557,2837,578,879,644,800,773,689
GENE-13442,NO,109,52.3,56.7,1.082,0.1,5.9e-01,1.0e+00,0.9557,2837,50,62,45,58,64,48
GENE-2724,NO,343.7,165.7,178,1.076,0.1,6.0e-01,1.0e+00,0.9557,2838,136,190,171,170,207,157
GENE-8466,NO,47,22,25,1.136,0.2,6.0e-01,1.0e+00,0.9557,2839,19,31,16,18,27,30
GENE-14590,NO,824.3,399.3,425,1.064,0.1,6.0e-01,1.0e+00,0.9557,2840,470,355,373,433,451,391
GENE-16608,NO,672,349.3,322.7,0.923,-0.1,6.0e-01,1.0e+00,0.9557,2841,303,319,426,321,385,262
GENE-13272,YES,1635,856,779,0.91,-0.1,6.0e-01,1.0e+00,0.9557,2842,669,1007,892,917,862,558
GENE-12674,NO,3392.3,2055,1337.3,0.651,-0.6,6.0e-01,1.0e+00,0.9557,2843,402,4377,1386,2874,138,1000
GENE-8138,NO,295,142.3,152.7,1.073,0.1,6.0e-01,1.0e+00,0.9557,2844,163,137,127,127,155,176
GENE-17342,NO,637.7,310.3,327.3,1.055,0.1,6.0e-01,1.0e+00,0.9557,2845,327,316,288,353,329,300
GENE-12193,NO,277.7,129.7,148,1.142,0.2,6.0e-01,1.0e+00,0.9557,2846,90,150,149,138,92,214
GENE-18319,NO,4533,2324.3,2208.7,0.95,-0.1,6.0e-01,1.0e+00,0.9557,2847,2433,2130,2410,2410,2132,2084
GENE-3024,NO,3856.3,1992.7,1863.7,0.935,-0.1,6.0e-01,1.0e+00,0.9557,2848,1952,1842,2184,2133,1971,1487
GENE-7331,NO,264.7,126.3,138.3,1.1,0.1,6.0e-01,1.0e+00,0.9557,2849,127,97,155,168,143,104
GENE-3409,NO,1791.3,933.7,857.7,0.919,-0.1,6.0e-01,1.0e+00,0.9557,2850,839,1216,746,868,734,971
GENE-10885,NO,11094.7,5250.7,5844,1.113,0.2,6.0e-01,1.0e+00,0.9557,2851,4508,4701,6543,4548,8290,4694
GENE-3959,NO,2953,1435,1518,1.058,0.1,6.0e-01,1.0e+00,0.9558,2852,1362,1297,1646,1613,1422,1519
GENE-6908,NO,3582.3,1855.3,1727,0.931,-0.1,6.0e-01,1.0e+00,0.9558,2853,2201,1472,1893,1808,1873,1500
GENE-1316,NO,5828.7,3236.3,2592.3,0.801,-0.3,6.0e-01,1.0e+00,0.956,2855,4302,2047,3360,730,3932,3115
GENE-13012,NO,40.7,21.3,19.3,0.907,-0.1,6.0e-01,1.0e+00,0.9587,2864,17,20,27,22,17,19
GENE-5196,YES,30,16.3,13.7,0.838,-0.3,6.0e-01,1.0e+00,0.9587,2865,10,21,18,18,6,17
GENE-16030,NO,1377.7,662,715.7,1.082,0.1,6.0e-01,1.0e+00,0.9587,2866,805,598,583,618,878,651
GENE-8714,NO,26.7,14,12.7,0.906,-0.1,6.0e-01,1.0e+00,0.9587,2867,11,16,15,13,11,14
GENE-3181,NO,203.3,99,104.3,1.057,0.1,6.0e-01,1.0e+00,0.9587,2868,107,91,99,102,108,103
GENE-5713,NO,500.3,241.3,259,1.073,0.1,6.0e-01,1.0e+00,0.9587,2869,225,209,290,294,225,258
GENE-11864,NO,137.3,72,65.3,0.907,-0.1,6.0e-01,1.0e+00,0.9587,2870,81,61,74,48,88,60
GENE-2378,NO,54,26,28,1.076,0.1,6.0e-01,1.0e+00,0.9588,2871,23,28,27,29,26,29
GENE-17082,NO,102.7,49.3,53.3,1.08,0.1,6.0e-01,1.0e+00,0.9588,2872,43,47,58,46,61,53
GENE-11243,NO,34.3,18,16.3,0.908,-0.1,6.0e-01,1.0e+00,0.9588,2873,18,21,15,19,17,13
GENE-1431,NO,22.3,10.7,11.7,1.093,0.1,6.0e-01,1.0e+00,0.9588,2874,10,11,11,12,11,12
GENE-13928,NO,280.3,145,135.3,0.935,-0.1,6.0e-01,1.0e+00,0.9588,2875,143,156,136,115,163,128
GENE-17062,NO,33.3,15.7,17.7,1.127,0.2,6.0e-01,1.0e+00,0.9593,2877,20,17,10,14,19,20
GENE-951,NO,520.3,253.3,267,1.055,0.1,6.0e-01,1.0e+00,0.9593,2878,276,250,234,262,289,250
GENE-9793,NO,119.3,55,64.3,1.171,0.2,6.0e-01,1.0e+00,0.9594,2879,56,45,64,54,33,106
GENE-13726,NO,557.3,287.3,270,0.94,-0.1,6.0e-01,1.0e+00,0.9594,2880,290,307,265,227,271,312
GENE-11821,NO,691.3,333,358.3,1.076,0.1,6.0e-01,1.0e+00,0.9594,2881,320,322,357,287,452,336
GENE-15725,NO,55,28.7,26.3,0.919,-0.1,6.0e-01,1.0e+00,0.9601,2884,30,27,29,20,30,29
GENE-10501,NO,1919.3,908,1011.3,1.113,0.2,6.0e-01,1.0e+00,0.9601,2885,1000,707,1017,635,1125,1274
GENE-8232,NO,1237.7,596.3,641.3,1.076,0.1,6.0e-01,1.0e+00,0.9605,2887,734,494,561,685,690,549
GENE-18399,NO,348.3,179.7,168.7,0.939,-0.1,6.0e-01,1.0e+00,0.9605,2888,183,154,202,190,163,153
GENE-14450,NO,85.7,41.3,44.3,1.072,0.1,6.1e-01,1.0e+00,0.9605,2889,44,39,41,38,45,50
GENE-18894,NO,51,27.3,23.7,0.866,-0.2,6.1e-01,1.0e+00,0.9605,2890,35,16,31,33,22,16
GENE-18674,NO,224,105.7,118.3,1.121,0.2,6.1e-01,1.0e+00,0.9605,2891,111,84,122,95,174,86
GENE-1268,NO,72.7,34,38.7,1.136,0.2,6.1e-01,1.0e+00,0.9605,2892,35,26,41,22,49,45
GENE-2669,NO,340.7,176.3,164.3,0.935,-0.1,6.1e-01,1.0e+00,0.9605,2893,164,172,193,196,161,136
GENE-4733,NO,952,459.3,492.7,1.073,0.1,6.1e-01,1.0e+00,0.9605,2894,470,449,459,502,598,378
GENE-14772,NO,3731.3,1795.3,1936,1.078,0.1,6.1e-01,1.0e+00,0.9605,2895,1674,1939,1773,1664,1627,2517
GENE-16417,NO,321.3,166.3,155,0.931,-0.1,6.1e-01,1.0e+00,0.9605,2896,184,146,169,126,185,154
GENE-19906,NO,21,9.3,11.7,1.245,0.3,6.1e-01,1.0e+00,0.9605,2897,9,3,16,14,15,6
GENE-17685,NO,921.3,447.3,474,1.06,0.1,6.1e-01,1.0e+00,0.9605,2898,461,410,471,547,423,452
GENE-4934,NO,81,42.7,38.3,0.899,-0.2,6.1e-01,1.0e+00,0.9605,2899,39,56,33,45,28,42
GENE-19152,NO,6130,2944.7,3185.3,1.082,0.1,6.1e-01,1.0e+00,0.9605,2900,2235,3491,3108,2601,3523,3432
GENE-16483,NO,103.7,49.3,54.3,1.101,0.1,6.1e-01,1.0e+00,0.9605,2901,54,34,60,47,53,63
GENE-17427,NO,966.3,444,522.3,1.176,0.2,6.1e-01,1.0e+00,0.9605,2902,694,204,434,408,460,699
GENE-10122,NO,38.3,20,18.3,0.917,-0.1,6.1e-01,1.0e+00,0.9605,2903,20,23,17,16,18,21
GENE-18432,NO,4070,1956,2114,1.08,0.1,6.1e-01,1.0e+00,0.9605,2903,1758,1627,2483,1806,2448,2088
GENE-1682,NO,6648.3,3243.7,3404.7,1.05,0.1,6.1e-01,1.0e+00,0.9605,2904,3279,3056,3396,3235,3220,3759
GENE-5253,NO,297,154.7,142.3,0.922,-0.1,6.1e-01,1.0e+00,0.9605,2905,128,145,191,163,113,151
GENE-13857,NO,160.7,82.7,78,0.943,-0.1,6.1e-01,1.0e+00,0.9605,2906,79,81,88,75,87,72
GENE-11300,NO,2356,1151,1205,1.047,0.1,6.1e-01,1.0e+00,0.9605,2907,1218,1063,1172,1207,1195,1213
GENE-12218,NO,878,454.3,423.7,0.932,-0.1,6.1e-01,1.0e+00,0.9605,2908,361,448,554,379,444,448
GENE-8131,NO,73,38.3,34.7,0.904,-0.1,6.1e-01,1.0e+00,0.9605,2909,35,35,45,23,41,40
GENE-5635,NO,1309.7,632,677.7,1.072,0.1,6.1e-01,1.0e+00,0.9605,2910,716,494,686,659,764,610
GENE-11557,NO,86.7,45.3,41.3,0.912,-0.1,6.1e-01,1.0e+00,0.9605,2911,46,46,44,53,29,42
GENE-1096,NO,172.7,90.3,82.3,0.914,-0.1,6.1e-01,1.0e+00,0.9605,2912,74,105,92,69,108,70
GENE-8475,NO,116.3,56.3,60,1.065,0.1,6.1e-01,1.0e+00,0.9605,2913,51,62,56,65,56,59
GENE-1572,NO,321.3,153.7,167.7,1.092,0.1,6.1e-01,1.0e+00,0.9605,2914,110,164,187,148,202,153
GENE-1701,NO,27,12.3,14.7,1.186,0.2,6.1e-01,1.0e+00,0.9605,2915,5,19,13,13,19,12
GENE-15351,NO,30.7,14,16.7,1.19,0.3,6.1e-01,1.0e+00,0.9605,2916,12,16,14,23,6,21
GENE-15047,NO,239,116.3,122.7,1.057,0.1,6.1e-01,1.0e+00,0.9605,2917,119,108,122,115,136,117
GENE-11281,NO,711.7,365.7,346,0.946,-0.1,6.1e-01,1.0e+00,0.9605,2918,329,374,394,390,325,323
GENE-15365,NO,2927,1395,1532,1.098,0.1,6.1e-01,1.0e+00,0.9605,2919,1304,1549,1332,1228,2169,1199
GENE-14937,NO,62,32.3,29.7,0.918,-0.1,6.1e-01,1.0e+00,0.9605,2920,40,30,27,29,26,34
GENE-11350,NO,3656.7,1886.7,1770,0.938,-0.1,6.1e-01,1.0e+00,0.9605,2921,1766,1716,2178,1544,1673,2093
GENE-16671,NO,1192,641.7,550.3,0.858,-0.2,6.1e-01,1.0e+00,0.9605,2922,416,900,609,591,282,778
GENE-5975,NO,85,40.7,44.3,1.091,0.1,6.1e-01,1.0e+00,0.9605,2923,50,35,37,48,35,50
GENE-19839,NO,47.7,22.7,25,1.102,0.1,6.1e-01,1.0e+00,0.9605,2924,28,17,23,24,30,21
GENE-2087,NO,247.7,131,116.7,0.895,-0.2,6.1e-01,1.0e+00,0.9605,2925,115,122,156,169,104,77
GENE-19364,NO,29,15.7,13.3,0.852,-0.2,6.1e-01,1.0e+00,0.9605,2926,15,19,13,21,13,6
GENE-13115,NO,51.7,24.7,27,1.094,0.1,6.1e-01,1.0e+00,0.9605,2927,28,28,18,27,30,24
GENE-12515,NO,562.7,290.7,272,0.937,-0.1,6.1e-01,1.0e+00,0.9605,2927,336,273,263,285,305,226
GENE-16188,NO,74.7,35,39.7,1.132,0.2,6.1e-01,1.0e+00,0.9605,2928,32,21,52,44,41,34
GENE-433,NO,847.3,399,448.3,1.123,0.2,6.1e-01,1.0e+00,0.9605,2929,556,381,260,382,371,592
GENE-19171,NO,121,62.3,58.7,0.941,-0.1,6.1e-01,1.0e+00,0.9605,2930,70,57,60,61,59,56
GENE-12261,NO,8318.3,4069.3,4249,1.044,0.1,6.1e-01,1.0e+00,0.9605,2931,4225,3986,3997,4505,4127,4115
GENE-12497,NO,37.3,19.7,17.7,0.899,-0.2,6.1e-01,1.0e+00,0.9605,2932,15,24,20,23,15,15
GENE-6344,NO,27.7,13,14.7,1.126,0.2,6.1e-01,1.0e+00,0.9605,2933,11,15,13,12,21,11
GENE-9695,NO,196,100.7,95.3,0.95,-0.1,6.2e-01,1.0e+00,0.9605,2934,100,98,104,99,96,91
GENE-19186,NO,22,11.7,10.3,0.887,-0.2,6.2e-01,1.0e+00,0.9605,2935,8,13,14,8,10,13
GENE-8159,NO,1648.7,805.3,843.3,1.048,0.1,6.2e-01,1.0e+00,0.9605,2936,811,809,796,913,799,818
GENE-6582,NO,230.7,119,111.7,0.942,-0.1,6.2e-01,1.0e+00,0.9605,2937,131,118,108,117,96,122
GENE-5782,NO,375.3,178.7,196.7,1.1,0.1,6.2e-01,1.0e+00,0.9605,2938,156,243,137,169,243,178
GENE-12816,NO,1526.3,710.7,815.7,1.148,0.2,6.2e-01,1.0e+00,0.9605,2939,958,465,709,891,455,1101
GENE-2379,NO,1003.7,519,484.7,0.934,-0.1,6.2e-01,1.0e+00,0.9605,2940,453,453,651,476,528,450
GENE-21,NO,54.3,28.3,26,0.918,-0.1,6.2e-01,1.0e+00,0.9605,2941,27,25,33,32,24,22
GENE-12435,NO,383.3,196.7,186.7,0.949,-0.1,6.2e-01,1.0e+00,0.9605,2942,206,187,197,167,206,187
GENE-19150,NO,98.7,47.7,51,1.07,0.1,6.2e-01,1.0e+00,0.9605,2943,52,49,42,44,55,54
GENE-7942,NO,126.7,69.7,57,0.819,-0.3,6.2e-01,1.0e+00,0.9605,2944,79,83,47,19,51,101
GENE-16428,NO,440.7,228.3,212.3,0.93,-0.1,6.2e-01,1.0e+00,0.9605,2945,290,186,209,202,203,232
GENE-5580,NO,113,54,59,1.092,0.1,6.2e-01,1.0e+00,0.9605,2946,40,70,52,66,53,58
GENE-12262,NO,270,129.3,140.7,1.088,0.1,6.2e-01,1.0e+00,0.9605,2947,122,147,119,152,98,172
GENE-9708,NO,544.3,264,280.3,1.063,0.1,6.2e-01,1.0e+00,0.9605,2948,285,238,269,233,318,290
GENE-12171,NO,35.7,15.7,20,1.272,0.3,6.2e-01,1.0e+00,0.9605,2949,8,5,34,22,24,14
GENE-1951,NO,67,37.7,29.3,0.78,-0.4,6.2e-01,1.0e+00,0.9605,2950,16,46,51,9,21,58
GENE-18201,NO,575,301.3,273.7,0.908,-0.1,6.2e-01,1.0e+00,0.9605,2951,327,342,235,370,197,254
GENE-11507,NO,210.7,100.3,110.3,1.102,0.1,6.2e-01,1.0e+00,0.9605,2952,63,119,119,100,123,108
GENE-10293,NO,302.7,143.7,159,1.108,0.1,6.2e-01,1.0e+00,0.9605,2952,93,131,207,161,156,160
GENE-2535,NO,328.3,154.3,174,1.129,0.2,6.2e-01,1.0e+00,0.9605,2953,80,172,211,189,173,160
GENE-10220,NO,3728.7,1924.3,1804.3,0.938,-0.1,6.2e-01,1.0e+00,0.9605,2954,1735,2374,1664,1697,1986,1730
GENE-8605,NO,2060.3,1064.7,995.7,0.936,-0.1,6.2e-01,1.0e+00,0.9605,2955,1009,1193,992,925,837,1225
GENE-7382,NO,1077.3,570.3,507,0.889,-0.2,6.2e-01,1.0e+00,0.9605,2956,526,518,667,276,555,690
GENE-1428,NO,571.3,305.7,265.7,0.868,-0.2,6.2e-01,1.0e+00,0.9605,2957,234,290,393,401,136,260
GENE-4565,NO,123,64.3,58.7,0.912,-0.1,6.2e-01,1.0e+00,0.9605,2958,80,51,62,64,69,43
GENE-3658,NO,95.3,50.3,45,0.894,-0.2,6.2e-01,1.0e+00,0.9605,2959,55,47,49,54,56,25
GENE-1733,NO,21.3,12,9.3,0.781,-0.4,6.2e-01,1.0e+00,0.9605,2960,8,13,15,16,1,11
GENE-2050,NO,174.7,90.3,84.3,0.937,-0.1,6.2e-01,1.0e+00,0.9605,2961,107,83,81,79,94,80
GENE-17429,NO,60.3,34,26.3,0.775,-0.4,6.2e-01,1.0e+00,0.9605,2962,67,14,21,20,48,11
GENE-16395,NO,1411.3,683.3,728,1.066,0.1,6.2e-01,1.0e+00,0.9605,2963,623,657,770,610,710,864
GENE-2039,NO,267,141.3,125.7,0.893,-0.2,6.2e-01,1.0e+00,0.9605,2964,91,168,165,168,118,91
GENE-9727,NO,3539.7,1882.3,1657.3,0.88,-0.2,6.2e-01,1.0e+00,0.9605,2965,1063,2323,2261,1667,2173,1132
GENE-3243,NO,24.7,13,11.7,0.899,-0.2,6.2e-01,1.0e+00,0.9605,2966,16,13,10,14,9,12
GENE-9520,NO,713,367.3,345.7,0.94,-0.1,6.2e-01,1.0e+00,0.9605,2967,369,341,392,368,391,278
GENE-17193,NO,228,108.7,119.3,1.098,0.1,6.2e-01,1.0e+00,0.9605,2968,113,88,125,89,107,162
GENE-1225,NO,1072,512.3,559.7,1.092,0.1,6.2e-01,1.0e+00,0.9605,2969,439,600,498,455,763,461
GENE-6499,NO,561.7,274.3,287.3,1.049,0.1,6.2e-01,1.0e+00,0.9605,2970,297,263,263,300,275,287
GENE-10850,NO,159.7,75,84.7,1.132,0.2,6.2e-01,1.0e+00,0.9605,2971,92,41,92,93,99,62
GENE-12121,NO,65,30.7,34.3,1.119,0.2,6.2e-01,1.0e+00,0.9605,2972,32,33,27,45,38,20
GENE-14324,NO,1214.7,622,592.7,0.953,-0.1,6.2e-01,1.0e+00,0.9605,2973,610,672,584,554,636,588
GENE-7680,NO,63.3,37.7,25.7,0.684,-0.5,6.2e-01,1.0e+00,0.9605,2974,57,3,53,9,7,61
GENE-403,NO,26.3,12.3,14,1.134,0.2,6.2e-01,1.0e+00,0.9608,2975,18,11,8,11,16,15
GENE-4994,NO,263,127.3,135.7,1.066,0.1,6.2e-01,1.0e+00,0.9608,2976,135,130,117,147,108,152
GENE-3543,NO,113.7,60.7,53,0.875,-0.2,6.2e-01,1.0e+00,0.9608,2977,77,58,47,70,27,62
GENE-15923,NO,39,20.3,18.7,0.918,-0.1,6.2e-01,1.0e+00,0.9608,2978,21,17,23,16,18,22
GENE-9775,NO,30.3,16,14.3,0.896,-0.2,6.2e-01,1.0e+00,0.9608,2979,12,15,21,13,12,18
GENE-10436,NO,350.7,169,181.7,1.077,0.1,6.2e-01,1.0e+00,0.9608,2980,145,188,174,141,181,223
GENE-2543,NO,885.3,459.3,426,0.928,-0.1,6.2e-01,1.0e+00,0.9608,2981,428,429,521,469,311,498
GENE-8863,NO,2414,1245.3,1168.7,0.939,-0.1,6.3e-01,1.0e+00,0.9608,2982,1507,1019,1210,1073,1268,1165
GENE-2336,NO,1734,898.7,835.3,0.93,-0.1,6.3e-01,1.0e+00,0.9608,2983,932,826,938,883,1011,612
GENE-2072,NO,1784.3,956.3,828,0.866,-0.2,6.3e-01,1.0e+00,0.9608,2984,1143,819,907,646,446,1392
GENE-3494,NO,66.7,31.7,35,1.105,0.1,6.3e-01,1.0e+00,0.9608,2985,32,40,23,40,39,26
GENE-8109,NO,299,154,145,0.946,-0.1,6.3e-01,1.0e+00,0.9608,2986,168,143,151,158,152,125
GENE-17739,NO,441.3,215.3,226,1.05,0.1,6.3e-01,1.0e+00,0.9608,2987,232,205,209,239,211,228
GENE-18992,NO,3332.3,1625.3,1707,1.05,0.1,6.3e-01,1.0e+00,0.9608,2988,1650,1730,1496,1700,1869,1552
GENE-19554,NO,135,64,71,1.108,0.1,6.3e-01,1.0e+00,0.9608,2989,42,84,66,81,77,55
GENE-9882,NO,3774.7,1944.7,1830,0.941,-0.1,6.3e-01,1.0e+00,0.9608,2990,2098,2161,1575,1738,2064,1688
GENE-14653,NO,496.7,239.3,257.3,1.075,0.1,6.3e-01,1.0e+00,0.9608,2991,284,181,253,294,241,237
GENE-4529,NO,29,15.3,13.7,0.892,-0.2,6.3e-01,1.0e+00,0.9608,2992,20,15,11,11,18,12
GENE-9230,NO,198,102.3,95.7,0.935,-0.1,6.3e-01,1.0e+00,0.9608,2993,90,92,125,92,89,106
GENE-12322,NO,27,14.3,12.7,0.884,-0.2,6.3e-01,1.0e+00,0.9608,2994,19,11,13,15,15,8
GENE-19017,NO,82.3,39.7,42.7,1.076,0.1,6.3e-01,1.0e+00,0.9608,2995,34,43,42,43,36,49
GENE-16547,NO,165,79,86,1.092,0.1,6.3e-01,1.0e+00,0.9613,2997,66,64,107,73,92,93
GENE-4062,NO,2377.7,1158.3,1219.3,1.053,0.1,6.3e-01,1.0e+00,0.9613,2998,1046,1247,1182,1103,1193,1362
GENE-13063,NO,433,210,223,1.062,0.1,6.3e-01,1.0e+00,0.9613,2999,254,195,181,211,230,228
GENE-18136,NO,1157.3,592,565.3,0.955,-0.1,6.3e-01,1.0e+00,0.9613,3000,575,618,583,589,519,588
GENE-13985,NO,382.7,187,195.7,1.046,0.1,6.3e-01,1.0e+00,0.9613,3001,185,189,187,192,206,189
GENE-2061,NO,1483.3,792.3,691,0.872,-0.2,6.3e-01,1.0e+00,0.9613,3002,1118,366,893,765,546,762
GENE-13246,NO,290.7,138.7,152,1.1,0.1,6.3e-01,1.0e+00,0.9613,3003,144,120,152,149,100,207
GENE-4,NO,19.3,9,10.3,1.146,0.2,6.3e-01,1.0e+00,0.9613,3004,14,8,5,10,11,10
