name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-10088,NO,1,0,0,0,0,0,0
GENE-10089,NO,1,0,0,0,0,0,0
GENE-10090,NO,1,0,0,0,0,0,0
GENE-10091,NO,1,381,437,406,725,540,1224
GENE-10092,NO,1,0,0,0,0,0,0
GENE-10093,NO,1,0,0,0,0,0,0
GENE-10094,NO,1,1,0,0,0,0,1
GENE-10095,NO,1,1447,2030,1936,1648,1991,1916
GENE-10096,NO,1,0,0,0,0,0,0
GENE-10097,NO,1,0,0,0,0,0,0
GENE-10098,NO,1,0,0,0,0,0,0
GENE-10099,NO,1,0,0,0,0,0,0
GENE-10100,NO,1,0,0,0,0,0,0
GENE-10101,NO,1,0,0,0,0,0,0
GENE-10102,NO,1,2,4,5,3,1,2
GENE-10103,NO,1,472,590,526,298,617,362
GENE-10104,YES,1,0,0,0,0,0,0
GENE-10105,NO,1,0,0,0,0,0,0
GENE-10106,NO,1,729,517,675,562,480,500
GENE-10107,NO,1,0,0,0,0,0,0
GENE-10108,NO,1,0,0,0,0,0,0
GENE-10109,NO,1,0,0,0,0,0,0
GENE-10110,NO,1,9,9,17,8,15,5
GENE-10111,NO,1,0,0,0,0,0,0
GENE-10112,NO,1,10,12,7,11,13,19
GENE-10113,NO,1,0,0,0,0,0,0
GENE-10114,YES,1,0,0,0,0,0,0
GENE-10115,YES,1,0,0,0,0,0,0
GENE-10116,NO,1,0,0,0,0,0,0
GENE-10117,NO,1,0,0,0,0,0,0
GENE-10118,NO,1,0,0,0,0,0,0
GENE-10119,NO,1,0,0,0,0,0,0
GENE-10120,NO,1,77,43,84,79,78,86
GENE-10121,YES,1,0,0,0,0,0,0
GENE-10122,NO,1,20,23,17,16,18,21
GENE-10123,NO,1,0,0,0,0,0,0
GENE-10124,NO,1,0,0,0,0,0,0
GENE-10125,NO,1,0,0,0,0,0,0
GENE-10126,NO,1,6,12,16,6,8,13
GENE-10127,NO,1,0,0,0,0,0,0
GENE-10128,NO,1,448,456,469,245,428,524
GENE-10129,NO,1,116,126,106,111,124,118
GENE-10130,NO,1,0,0,0,0,0,0
GENE-10131,NO,1,136,139,149,123,152,154
GENE-10132,NO,1,0,0,0,0,0,0
GENE-10133,NO,1,5,2,2,4,2,8
GENE-10134,NO,1,0,0,0,0,0,0
GENE-10135,NO,1,22,17,24,19,22,12
GENE-10136,NO,1,22,45,42,42,27,13
GENE-10137,NO,1,0,0,0,0,0,0
GENE-10138,NO,1,0,0,0,0,0,0
GENE-10139,NO,1,0,0,0,0,0,0
GENE-10140,NO,1,0,0,0,0,0,0
GENE-10141,NO,1,0,0,0,0,0,0
GENE-10142,NO,1,0,0,0,0,0,0
GENE-10143,NO,1,0,0,0,0,0,0
GENE-10144,NO,1,0,0,0,0,0,0
GENE-10145,YES,1,0,0,0,0,0,0
GENE-10146,NO,1,0,0,0,0,0,0
GENE-10147,NO,1,99,113,110,116,107,121
GENE-10148,NO,1,0,0,0,0,0,0
GENE-10149,NO,1,0,0,0,0,0,0
GENE-10150,YES,1,0,0,0,0,0,0
GENE-10151,NO,1,203,216,203,215,227,218
GENE-10152,NO,1,48,65,69,98,90,65
GENE-10153,NO,1,0,0,0,0,0,0
GENE-10154,NO,1,14,13,19,22,18,25
GENE-10155,NO,1,0,0,0,0,0,0
GENE-10156,NO,1,0,0,0,0,0,0
GENE-10157,NO,1,0,0,0,1,0,0
GENE-10158,NO,1,130,123,124,124,137,123
GENE-10159,NO,1,0,0,0,0,0,0
GENE-10160,NO,1,0,1,0,1,1,0
GENE-10161,NO,1,10,2,3,2,2,6
GENE-10162,NO,1,34,43,43,23,38,27
GENE-10163,NO,1,0,0,0,0,0,0
GENE-10164,NO,1,0,0,0,0,0,0
GENE-10165,NO,1,0,0,0,0,0,0
GENE-10166,NO,1,0,0,0,1,0,0
GENE-10167,NO,1,0,0,0,0,0,0
GENE-10168,NO,1,1,0,2,1,0,1
GENE-10169,NO,1,0,0,0,0,0,0
GENE-10170,NO,1,0,0,0,0,0,0
GENE-10171,NO,1,2644,3093,3062,2887,2915,2925
GENE-10172,YES,1,0,0,0,0,0,0
GENE-10173,NO,1,0,0,0,0,0,0
GENE-10174,NO,1,0,0,0,0,0,0
GENE-10175,NO,1,83,73,82,74,79,53
GENE-10176,NO,1,0,0,0,0,0,0
GENE-10177,NO,1,318,351,199,298,345,468
GENE-10178,NO,1,0,0,0,0,0,0
GENE-10179,NO,1,0,0,0,0,0,0
GENE-10180,NO,1,305,295,308,412,345,364
GENE-10181,NO,1,8,6,34,23,47,3
GENE-10182,NO,1,0,0,0,0,0,0
GENE-10183,NO,1,991,936,801,1249,1513,859
GENE-10184,NO,1,0,0,0,0,0,0
GENE-10185,NO,1,0,0,0,0,0,0
GENE-10186,NO,1,0,0,0,0,0,0
GENE-10187,NO,1,0,0,0,0,0,0
GENE-10188,NO,1,4,1,4,3,0,4
GENE-10189,NO,1,0,0,0,0,0,0
GENE-10190,YES,1,0,0,0,0,0,0
GENE-10191,NO,1,0,0,0,0,0,0
GENE-10192,NO,1,3296,3586,3791,2179,3730,3374
GENE-10193,YES,1,0,0,0,0,0,0
GENE-10194,YES,1,0,0,0,0,0,0
GENE-10195,NO,1,0,0,0,0,0,0
GENE-10196,NO,1,0,0,0,0,0,0
GENE-10197,NO,1,42,24,28,22,53,27
GENE-10198,NO,1,85,78,68,101,86,103
GENE-10199,NO,1,86,83,71,70,65,144
GENE-10200,NO,1,0,0,0,0,0,0
GENE-10201,NO,1,0,0,0,0,0,0
GENE-10202,NO,1,0,0,0,0,0,0
GENE-10203,NO,1,0,0,0,0,0,0
GENE-10204,YES,1,0,0,0,0,0,0
GENE-10205,NO,1,630,716,681,674,731,615
GENE-10206,NO,1,137,93,131,109,131,111
GENE-10207,YES,1,9,8,8,3,1,3
GENE-10208,NO,1,0,0,0,0,0,0
GENE-10209,NO,1,0,0,0,0,0,0
GENE-10210,NO,1,20,13,17,17,12,12
GENE-10211,NO,1,64,123,58,43,58,57
GENE-10212,NO,1,778,629,578,613,500,532
GENE-10213,NO,1,346,267,280,282,350,301
GENE-10215,NO,1,154,193,200,213,176,216
GENE-10216,NO,1,0,0,0,0,0,0
GENE-10217,NO,1,0,0,0,0,0,0
GENE-10218,NO,1,50,62,100,44,44,65
GENE-10219,NO,1,6101,6120,5974,7284,7005,6024
GENE-10220,NO,1,1740,2375,1658,1694,1997,1724
GENE-10221,NO,1,0,0,0,0,0,0
GENE-10222,NO,1,34,41,24,26,41,38
GENE-10223,NO,1,0,0,0,0,0,0
GENE-10224,NO,1,0,0,0,0,0,0
GENE-10225,NO,1,0,0,0,0,0,0
GENE-10226,NO,1,0,0,0,0,0,0
GENE-10227,NO,1,0,0,0,0,0,0
GENE-10228,NO,1,0,0,0,0,0,0
GENE-10229,NO,1,197,219,194,198,172,185
GENE-10230,NO,1,26,19,19,26,22,15
GENE-10231,NO,1,138,110,126,111,124,120
GENE-10232,NO,1,12,15,15,12,11,14
GENE-10233,NO,1,0,0,0,0,0,0
GENE-10234,NO,1,0,1,0,0,0,0
GENE-10235,NO,1,0,0,0,0,0,0
GENE-10236,NO,1,0,0,0,0,0,0
GENE-10237,NO,1,0,0,1,0,1,0
GENE-10238,NO,1,924,1229,1193,1288,1214,875
GENE-10239,NO,1,199,173,277,201,219,198
GENE-10240,NO,1,0,0,0,0,0,0
GENE-10241,NO,1,0,0,0,0,0,0
GENE-10242,NO,1,58,62,53,50,59,48
GENE-10243,NO,1,676,2305,21,274,542,39
GENE-10244,NO,1,0,0,0,0,0,0
GENE-10245,NO,1,164,105,59,150,110,93
GENE-10246,NO,1,0,0,0,0,0,0
GENE-10247,NO,1,1025,825,781,646,661,635
GENE-10248,NO,1,3,9,4,2,7,7
GENE-10249,NO,1,82,88,65,79,83,115
GENE-10251,NO,1,18,31,17,25,14,17
GENE-10252,NO,1,0,0,0,0,0,0
GENE-10253,NO,1,0,0,0,0,0,0
GENE-10254,NO,1,0,0,0,0,0,0
GENE-10255,NO,1,0,0,0,0,0,0
GENE-10256,NO,1,0,0,0,0,0,0
GENE-10257,NO,1,0,0,0,0,0,0
GENE-10258,NO,1,0,0,0,0,0,0
GENE-10259,YES,1,0,0,0,0,0,0
GENE-10260,NO,1,0,0,0,0,0,0
GENE-10261,NO,1,9,13,15,15,14,16
GENE-10262,NO,1,0,0,0,0,0,0
GENE-10263,NO,1,0,0,0,0,0,0
GENE-10264,NO,1,0,0,0,0,0,0
GENE-10265,NO,1,0,0,0,2,1,0
GENE-10266,NO,1,0,0,0,0,0,0
GENE-10267,NO,1,5,2,8,2,3,2
GENE-10268,NO,1,0,0,0,0,0,0
GENE-10269,NO,1,0,0,0,0,0,0
GENE-10271,NO,1,1,1,1,0,2,1
GENE-10272,NO,1,0,0,0,0,0,0
GENE-10273,NO,1,31,29,21,12,16,31
GENE-10274,NO,1,65,152,93,196,166,292
GENE-10275,NO,1,0,0,0,0,0,0
GENE-10276,NO,1,0,0,0,0,0,0
GENE-10277,NO,1,73,95,92,117,120,124
GENE-10278,NO,1,6,5,5,3,2,3
GENE-10279,NO,1,0,0,0,0,0,0
GENE-10280,NO,1,47,35,36,35,54,30
GENE-10281,NO,1,0,0,0,0,0,0
GENE-10282,NO,1,0,0,0,0,0,0
GENE-10283,NO,1,0,0,0,0,0,0
GENE-10284,NO,1,0,0,0,0,0,0
GENE-10285,NO,1,0,0,0,0,0,0
GENE-10286,NO,1,0,0,0,0,0,0
GENE-10287,NO,1,0,0,0,0,0,0
GENE-10288,NO,1,0,0,0,0,0,0
GENE-10289,NO,1,0,0,0,0,0,0
GENE-10290,NO,1,23,75,68,47,47,65
GENE-10291,NO,1,2,2,0,1,1,2
GENE-10292,NO,1,0,0,0,0,0,0
GENE-10293,NO,1,93,131,206,161,157,159
GENE-10294,NO,1,0,0,0,0,0,0
GENE-10295,NO,1,0,0,0,0,0,0
GENE-10296,NO,1,0,0,0,0,0,0
GENE-10297,NO,1,0,0,0,0,0,0
GENE-10298,NO,1,0,0,1,0,0,1
GENE-10299,NO,1,0,0,0,0,0,0
GENE-10300,NO,1,0,0,0,0,0,0
GENE-10301,NO,1,196,202,179,228,163,234
GENE-10302,NO,1,0,0,0,0,0,0
GENE-10303,NO,1,0,5,0,2,6,5
GENE-10304,NO,1,0,0,0,0,0,0
GENE-10305,NO,1,0,0,0,0,0,0
GENE-10306,NO,1,0,0,0,0,0,0
GENE-10307,NO,1,250,250,30,103,118,286
GENE-10308,NO,1,0,0,0,0,0,0
GENE-10309,NO,1,0,0,0,0,0,0
GENE-10310,NO,1,145,124,73,82,73,78
GENE-10311,NO,1,72,61,57,46,111,76
GENE-10312,NO,1,0,0,0,0,0,0
GENE-10313,NO,1,0,0,0,0,0,0
GENE-10314,NO,1,1949,619,1210,505,1556,585
GENE-10315,NO,1,1086,1332,951,1116,1162,1013
GENE-10316,NO,1,0,0,0,0,0,0
GENE-10317,NO,1,5,5,5,11,9,5
GENE-10318,NO,1,0,0,0,0,0,0
GENE-10319,NO,1,0,0,0,0,0,0
GENE-10320,NO,1,185,157,246,180,210,252
GENE-10321,NO,1,1,3,3,1,0,2
GENE-10322,NO,1,0,0,0,0,0,0
GENE-10323,NO,1,0,0,0,0,0,0
GENE-10324,NO,1,0,0,0,0,0,0
GENE-10325,NO,1,0,4,2,3,3,2
GENE-10326,NO,1,139,97,99,125,77,101
GENE-10327,NO,1,283,246,301,241,269,271
GENE-10328,NO,1,0,0,0,0,0,0
GENE-10329,NO,1,113,65,67,78,69,87
GENE-10330,NO,1,0,0,0,0,0,0
GENE-10331,NO,1,0,0,0,0,0,0
GENE-10332,NO,1,3576,3556,2728,1432,3192,1664
GENE-10333,NO,1,67,60,64,66,51,59
GENE-10334,NO,1,0,0,0,0,0,0
GENE-10335,NO,1,0,0,0,0,0,0
GENE-10336,NO,1,0,0,0,0,0,0
GENE-10337,NO,1,18,13,10,12,14,14
GENE-10338,NO,1,143,104,113,77,73,328
GENE-10339,NO,1,0,0,0,0,0,0
GENE-10340,NO,1,0,0,0,0,0,0
GENE-10341,NO,1,0,0,0,0,0,0
GENE-10342,NO,1,0,0,0,0,0,0
GENE-10343,NO,1,0,0,0,0,0,0
GENE-10344,NO,1,0,0,0,0,0,0
GENE-10345,NO,1,2,5,6,3,6,5
GENE-10346,YES,1,0,0,0,0,0,0
GENE-10347,NO,1,0,0,0,0,1,1
GENE-10348,NO,1,0,0,0,0,0,0
GENE-10349,NO,1,279,237,261,273,232,305
GENE-10350,NO,1,6,13,6,8,6,4
GENE-10351,NO,1,0,0,0,0,0,0
GENE-10352,YES,1,0,0,0,0,0,0
GENE-10353,NO,1,0,0,0,0,0,0
GENE-10354,NO,1,0,0,0,0,0,0
GENE-10355,NO,1,0,0,0,0,0,0
GENE-10356,NO,1,0,0,0,0,0,0
GENE-10357,NO,1,43,43,56,89,53,70
GENE-10358,NO,1,0,0,0,0,0,0
GENE-10359,NO,1,0,0,0,0,0,0
GENE-10360,NO,1,0,0,0,0,0,0
GENE-10361,NO,1,81,70,60,55,79,49
GENE-10362,NO,1,0,0,0,0,0,0
GENE-10363,NO,1,0,0,0,0,0,0
GENE-10364,YES,1,0,0,0,0,0,0
GENE-10365,NO,1,0,0,0,0,0,0
GENE-10366,NO,1,0,0,0,0,0,0
GENE-10367,NO,1,0,0,0,0,0,0
GENE-10368,NO,1,0,0,0,0,0,0
GENE-10369,NO,1,0,0,0,0,0,0
GENE-10370,NO,1,2,1,11,1,1,5
GENE-10371,NO,1,0,0,0,0,0,0
GENE-10372,NO,1,0,0,0,0,0,0
GENE-10373,NO,1,419,329,401,562,509,211
GENE-10374,NO,1,4,2,0,1,1,1
GENE-10375,NO,1,24,36,19,18,38,27
GENE-10376,NO,1,0,0,0,0,0,0
GENE-10377,NO,1,286,188,220,195,215,188
GENE-10378,NO,1,0,0,0,0,0,0
GENE-10379,NO,1,0,0,0,0,0,0
GENE-10380,NO,1,0,0,0,0,0,0
GENE-10381,NO,1,0,0,0,0,0,0
GENE-10382,NO,1,0,0,0,0,0,0
GENE-10383,NO,1,0,0,0,0,0,0
GENE-10384,NO,1,0,0,0,1,0,0
GENE-10385,YES,1,0,0,0,0,0,0
GENE-10386,NO,1,0,0,0,0,0,0
GENE-10387,NO,1,0,0,0,0,0,0
GENE-10388,NO,1,0,0,0,0,0,0
GENE-10389,NO,1,1,0,0,0,0,1
GENE-10390,NO,1,0,0,0,0,0,0
GENE-10391,NO,1,0,0,0,0,0,0
GENE-10392,NO,1,0,0,0,0,0,0
GENE-10393,NO,1,2,2,1,2,2,2
GENE-10394,NO,1,0,0,0,0,0,0
GENE-10395,NO,1,0,0,0,0,0,0
GENE-10396,NO,1,1,0,0,0,2,0
GENE-10397,NO,1,0,0,0,0,0,0
GENE-10398,YES,1,0,0,0,0,0,0
GENE-10399,NO,1,0,0,0,0,0,0
GENE-10400,NO,1,158,210,176,191,185,116
GENE-10401,NO,1,1145,1510,918,977,1184,1117
GENE-10402,NO,1,32,48,35,37,22,50
GENE-10403,NO,1,0,0,0,0,0,0
GENE-10404,NO,1,14,9,7,13,6,8
GENE-10405,NO,1,115,70,115,78,109,120
GENE-10406,NO,1,0,0,0,0,0,0
GENE-10407,NO,1,61,51,26,63,45,51
GENE-10408,NO,1,0,0,0,0,0,0
GENE-10409,NO,1,8,3,6,2,3,3
GENE-10410,NO,1,0,0,0,0,0,0
GENE-10411,NO,1,25,27,21,39,33,24
GENE-10412,NO,1,0,0,0,0,0,1
GENE-10413,NO,1,78,106,90,93,85,70
GENE-10414,NO,1,586,704,770,737,543,605
GENE-10415,NO,1,0,0,0,0,0,0
GENE-10416,NO,1,0,1,2,3,1,6
GENE-10417,NO,1,0,0,0,0,0,0
GENE-10418,NO,1,0,0,0,0,0,0
GENE-10419,NO,1,0,0,0,0,0,0
GENE-10420,NO,1,0,0,0,0,0,0
GENE-10421,NO,1,309,456,405,469,270,315
GENE-10422,NO,1,0,0,0,0,0,0
GENE-10423,NO,1,0,0,0,0,0,0
GENE-10424,YES,1,0,0,0,0,0,0
GENE-10425,NO,1,0,0,0,0,0,0
GENE-10426,NO,1,155,24,57,11,60,18
GENE-10427,NO,1,171,86,88,93,139,120
GENE-10428,NO,1,0,0,0,0,0,0
GENE-10429,NO,1,0,0,0,0,0,0
GENE-10430,NO,1,0,0,0,0,0,0
GENE-10431,NO,1,0,0,0,0,0,0
GENE-10432,NO,1,15,13,23,15,19,26
GENE-10433,NO,1,0,0,0,0,0,1
GENE-10434,NO,1,0,0,0,0,0,0
GENE-10435,NO,1,0,0,0,0,0,0
GENE-10436,NO,1,145,188,173,141,182,222
GENE-10437,NO,1,0,0,0,0,0,0
GENE-10438,NO,1,0,0,0,0,0,0
GENE-10439,NO,1,0,0,0,0,0,0
GENE-10440,NO,1,33,48,43,30,13,5
GENE-10441,NO,1,1,3,2,4,0,3
GENE-10442,NO,1,0,0,0,0,0,0
GENE-10443,NO,1,0,0,0,0,0,0
GENE-10444,NO,1,0,0,0,0,0,0
GENE-10445,YES,1,0,0,0,0,0,0
GENE-10446,YES,1,0,0,0,0,0,0
GENE-10447,NO,1,0,0,0,0,0,0
GENE-10448,NO,1,0,0,0,0,0,0
GENE-10449,NO,1,55,59,49,72,62,64
GENE-10450,NO,1,0,0,0,0,0,0
GENE-10451,NO,1,0,1,2,1,1,3
GENE-10452,NO,1,0,0,0,0,0,0
GENE-10454,NO,1,0,0,0,0,0,0
GENE-10455,NO,1,639,649,750,709,691,703
GENE-10456,NO,1,0,2,0,1,1,1
GENE-10457,NO,1,4,0,3,1,2,1
GENE-10458,NO,1,0,0,0,0,0,0
GENE-10459,NO,1,37,38,39,31,33,24
GENE-10460,NO,1,108,67,33,53,60,59
GENE-10461,NO,1,0,0,0,0,0,0
GENE-10462,NO,1,0,0,0,0,0,0
GENE-10464,NO,1,1,1,2,1,1,1
GENE-10465,YES,1,0,0,0,0,0,0
GENE-10466,NO,1,0,0,0,0,0,0
GENE-10467,NO,1,8,12,7,8,17,11
GENE-10468,NO,1,0,0,0,0,0,0
GENE-10469,NO,1,16,23,27,23,30,19
GENE-10470,NO,1,0,0,0,0,0,0
GENE-10471,NO,1,0,0,0,0,0,0
GENE-10472,NO,1,0,0,0,0,0,0
GENE-10473,NO,1,0,0,0,0,0,0
GENE-10474,NO,1,0,0,0,0,0,0
GENE-10475,NO,1,3,4,4,2,3,1
GENE-10476,NO,1,0,0,0,0,0,0
GENE-10477,NO,1,0,0,0,1,1,0
GENE-10478,NO,1,1801,1372,2733,1596,2206,1702
GENE-10479,NO,1,0,0,0,0,0,0
GENE-10480,NO,1,0,0,1,1,3,0
GENE-10481,NO,1,0,0,0,0,0,0
GENE-10482,NO,1,0,0,0,0,0,0
GENE-10483,NO,1,60,92,65,54,55,95
GENE-10484,NO,1,0,0,0,0,0,0
GENE-10485,NO,1,0,0,0,0,0,0
GENE-10486,NO,1,0,0,0,0,0,0
GENE-10487,NO,1,0,0,0,0,0,0
GENE-10488,NO,1,0,0,0,0,0,0
GENE-10489,NO,1,10,8,4,4,5,6
GENE-10490,NO,1,0,0,0,0,0,0
GENE-10491,NO,1,0,0,0,0,0,0
GENE-10492,NO,1,0,0,0,0,0,0
GENE-10493,NO,1,0,0,0,0,0,0
GENE-10494,NO,1,1,1,2,1,0,0
GENE-10495,NO,1,0,0,0,0,0,0
GENE-10496,NO,1,0,0,0,0,0,0
GENE-10497,NO,1,21,33,35,42,39,35
GENE-10498,NO,1,0,0,0,1,1,2
GENE-10499,NO,1,65,86,104,70,64,66
GENE-10500,NO,1,143,164,126,173,157,136
GENE-10501,NO,1,1003,707,1014,634,1131,1269
GENE-10502,NO,1,0,0,0,0,0,0
GENE-10503,NO,1,0,0,0,0,0,0
GENE-10504,NO,1,544,615,584,539,559,595
GENE-10505,NO,1,0,0,0,0,0,0
GENE-10506,NO,1,0,0,0,0,0,0
GENE-10507,NO,1,0,0,0,0,0,0
GENE-10508,NO,1,1354,1090,1336,1193,1300,1279
GENE-10509,NO,1,296,322,292,268,280,304
GENE-10510,NO,1,0,0,0,0,0,0
GENE-10511,NO,1,0,0,0,0,0,0
GENE-10512,NO,1,0,0,0,0,0,0
GENE-10513,NO,1,0,0,0,0,0,0
GENE-10514,NO,1,0,0,0,0,0,0
GENE-10515,NO,1,44,22,34,42,22,39
GENE-10516,NO,1,0,0,0,0,0,0
GENE-10517,NO,1,0,0,1,0,0,0
GENE-10518,NO,1,0,0,0,0,0,0
GENE-10519,NO,1,0,0,0,0,0,0
GENE-10520,NO,1,0,0,0,0,0,0
GENE-10521,NO,1,0,0,0,0,0,0
GENE-10522,YES,1,0,0,0,0,0,0
GENE-10523,NO,1,0,0,0,0,0,0
GENE-10524,NO,1,0,0,0,0,0,0
GENE-10525,NO,1,3,6,2,2,6,0
GENE-10526,NO,1,0,0,0,0,0,0
GENE-10527,NO,1,141,139,110,125,137,125
GENE-10528,NO,1,0,0,0,0,0,0
GENE-10529,NO,1,0,0,0,0,0,0
GENE-10530,YES,1,1,0,3,3,2,1
GENE-10531,NO,1,0,0,0,0,0,0
GENE-10532,NO,1,0,0,0,0,0,0
GENE-10533,NO,1,0,0,0,0,0,0
GENE-10534,NO,1,0,0,0,0,0,0
GENE-10535,NO,1,3,2,7,7,3,8
GENE-10536,NO,1,0,0,0,1,0,0
GENE-10537,NO,1,2,3,5,5,3,5
GENE-10538,YES,1,0,0,0,0,0,0
GENE-10540,NO,1,0,0,0,0,0,0
GENE-10541,NO,1,0,0,0,0,0,0
GENE-10542,NO,1,0,0,0,0,0,0
GENE-10543,NO,1,42,53,30,41,49,49
GENE-10544,NO,1,0,0,0,0,0,0
GENE-10545,NO,1,677,812,802,821,689,803
GENE-10546,NO,1,0,0,0,0,0,0
GENE-10547,NO,1,0,0,0,0,0,0
GENE-10548,NO,1,135,107,152,136,90,101
GENE-10549,NO,1,0,0,0,0,0,0
GENE-10550,NO,1,4,10,4,6,9,8
GENE-10551,NO,1,0,0,0,0,0,0
GENE-10552,NO,1,0,0,0,0,0,0
GENE-10553,NO,1,37,22,30,27,32,21
GENE-10554,NO,1,0,0,0,0,0,0
GENE-10555,NO,1,0,0,0,0,0,0
GENE-10556,NO,1,0,0,0,0,0,0
GENE-10557,NO,1,0,0,0,0,0,0
GENE-10558,NO,1,0,0,0,0,0,0
GENE-10559,NO,1,0,0,0,0,0,0
GENE-10560,NO,1,0,0,0,0,0,0
GENE-10561,NO,1,0,0,0,0,0,0
GENE-10562,NO,1,0,0,0,0,0,0
GENE-10563,NO,1,0,0,0,0,0,0
GENE-10564,NO,1,0,0,0,0,0,0
GENE-10565,NO,1,685,892,713,467,590,451
GENE-10566,NO,1,439,365,634,373,360,474
GENE-10567,NO,1,0,0,0,0,0,0
GENE-10568,NO,1,0,0,0,0,0,0
GENE-10569,NO,1,0,0,0,0,0,0
GENE-10570,NO,1,0,0,0,0,0,0
GENE-10571,NO,1,0,0,0,0,0,0
GENE-10572,NO,1,150,168,169,100,126,135
GENE-10573,NO,1,0,0,0,0,0,0
GENE-10574,NO,1,60,28,78,54,62,33
GENE-10575,NO,1,0,0,0,0,0,0
GENE-10576,NO,1,0,0,0,0,0,0
GENE-10577,NO,1,0,0,0,0,0,0
GENE-10578,NO,1,22,0,0,0,5,81
GENE-10579,NO,1,0,0,0,0,0,0
GENE-10580,NO,1,1,1,8,2,4,2
GENE-10581,NO,1,0,0,0,0,0,0
GENE-10582,NO,1,666,536,652,626,680,661
GENE-10584,NO,1,0,0,0,0,0,0
GENE-10585,NO,1,0,0,0,0,0,0
GENE-10586,NO,1,110,122,91,103,116,101
GENE-10587,NO,1,0,0,0,0,0,0
GENE-10588,NO,1,0,0,0,0,0,0
GENE-10589,NO,1,0,1,0,0,0,0
GENE-10590,NO,1,0,0,0,0,0,0
GENE-10591,NO,1,0,0,0,0,0,0
GENE-10592,NO,1,0,0,0,0,0,0
GENE-10593,NO,1,273,245,320,340,280,290
GENE-10594,NO,1,0,0,0,0,0,0
GENE-10595,NO,1,0,0,0,0,0,0
GENE-10596,NO,1,0,0,0,0,0,0
GENE-10597,NO,1,0,0,0,0,0,0
GENE-10598,NO,1,0,0,0,0,0,0
GENE-10599,NO,1,0,0,0,0,0,0
GENE-10600,NO,1,0,0,0,0,0,0
GENE-10601,NO,1,280,197,191,265,424,249
GENE-10602,NO,1,0,0,0,0,0,0
GENE-10603,NO,1,0,0,0,0,0,0
GENE-10604,NO,1,0,0,0,0,0,0
GENE-10605,NO,1,0,0,0,0,0,0
GENE-10606,NO,1,88,104,117,95,74,100
GENE-10607,NO,1,0,0,0,0,0,0
GENE-10608,NO,1,214,215,200,238,236,177
GENE-10609,NO,1,0,0,0,0,0,0
GENE-10610,NO,1,244,204,278,183,171,256
GENE-10611,NO,1,0,0,0,0,0,0
GENE-10612,NO,1,0,0,0,0,0,0
GENE-10613,NO,1,0,0,0,0,0,0
GENE-10614,NO,1,0,0,0,0,0,0
GENE-10615,YES,1,0,1,1,1,0,1
GENE-10616,NO,1,395,228,515,451,248,240
GENE-10617,NO,1,229,170,216,147,184,226
GENE-10618,YES,1,0,0,0,0,0,0
GENE-10619,NO,1,2982,2891,2308,2759,2570,2550
GENE-10620,NO,1,0,0,0,0,0,0
GENE-10621,NO,1,0,0,0,0,0,0
GENE-10622,NO,1,0,0,0,0,0,0
GENE-10623,NO,1,12,16,15,13,20,12
GENE-10624,NO,1,0,0,0,0,0,0
GENE-10625,NO,1,0,0,0,0,0,0
GENE-10626,NO,1,41,43,40,39,36,37
GENE-10627,YES,1,0,0,0,0,0,0
GENE-10628,NO,1,0,0,0,0,0,0
GENE-10629,NO,1,678,880,520,354,870,782
GENE-10630,NO,1,4,0,1,1,1,2
GENE-10631,NO,1,0,0,0,0,0,0
GENE-10632,NO,1,0,0,0,0,0,0
GENE-10633,NO,1,0,0,0,0,0,0
GENE-10634,NO,1,2,4,0,2,3,2
GENE-10635,NO,1,1,0,0,1,0,1
GENE-10636,NO,1,0,0,0,0,0,0
GENE-10637,NO,1,0,0,0,0,0,0
GENE-10638,NO,1,0,0,0,0,0,0
GENE-10639,YES,1,0,0,0,0,0,0
GENE-10640,NO,1,0,0,0,0,0,0
GENE-10641,NO,1,0,0,0,0,0,0
GENE-10642,NO,1,3651,4389,3846,4675,3950,4898
GENE-10643,NO,1,0,0,0,0,0,0
GENE-10644,NO,1,0,0,0,0,0,0
GENE-10645,NO,1,0,0,0,0,0,0
GENE-10646,NO,1,7,8,5,12,9,13
GENE-10647,NO,1,0,0,0,0,0,0
GENE-10648,NO,1,0,0,0,0,0,0
GENE-10649,NO,1,0,0,0,0,0,0
GENE-10650,NO,1,0,0,0,0,0,0
GENE-10651,NO,1,0,0,0,0,0,0
GENE-10653,NO,1,53,48,46,50,53,72
GENE-10654,NO,1,0,0,0,0,0,0
GENE-10655,NO,1,0,0,0,0,0,0
GENE-10656,NO,1,0,0,0,0,0,0
GENE-10657,NO,1,497,432,549,398,418,421
GENE-10658,NO,1,0,0,0,0,0,0
GENE-10659,NO,1,0,0,0,0,0,0
GENE-10660,NO,1,1,0,0,0,1,0
GENE-10661,NO,1,36,30,52,56,29,34
GENE-10662,NO,1,0,0,0,0,0,0
GENE-10663,NO,1,21,19,41,32,34,34
GENE-10664,NO,1,0,0,0,0,0,0
GENE-10665,NO,1,0,0,0,0,0,0
GENE-10666,NO,1,1,1,0,2,0,2
GENE-10667,NO,1,299,450,315,366,368,338
GENE-10668,NO,1,0,0,0,0,0,0
GENE-10669,NO,1,0,0,0,0,0,0
GENE-10670,NO,1,0,0,0,0,0,0
GENE-10671,NO,1,9110,7642,5655,14760,9164,8333
GENE-10672,YES,1,0,0,0,0,0,0
GENE-10673,NO,1,0,0,0,0,0,0
